0.0000000000e+00 1.0000000000e-01
-4.1616259539e+01 1.0000000000e-01
-4.1345556652e+01 1.0000000000e-01
-4.0556514477e+01 1.0000000000e-01
-4.0542038306e+01 1.0000000000e-01
-4.0539419063e+01 1.0000000000e-01
-1.2106594808e+02 2.0000000000e-01
-1.6840654283e+02 2.0000000000e-01
-1.6777115265e+02 2.0000000000e-01
-1.5920141937e+02 2.0000000000e-01
-1.5923549466e+02 2.0000000000e-01
-1.5887089678e+02 2.0000000000e-01
-3.1339484977e+02 3.0000000000e-01
-3.7396388197e+02 3.0000000000e-01
-3.7382963589e+02 3.0000000000e-01
-3.4618119900e+02 3.0000000000e-01
-3.4699444273e+02 3.0000000000e-01
-3.4540562452e+02 3.0000000000e-01
-3.4540026249e+02 3.0000000000e-01
-5.6139289448e+02 4.0000000000e-01
-6.5600969909e+02 4.0000000000e-01
-6.6215720832e+02 4.0000000000e-01
-5.9179528318e+02 4.0000000000e-01
-5.9794784772e+02 4.0000000000e-01
-5.8623058097e+02 4.0000000000e-01
-5.8551603306e+02 4.0000000000e-01
-5.8500463449e+02 4.0000000000e-01
-5.8500329459e+02 4.0000000000e-01
