0.0000000000e+00 0.0000000000e+00
-4.4689923394e+00 1.0037099914e-01
-4.4747682900e+00 9.6144343672e-02
-4.4748296340e+00 9.6151402189e-02
-4.4748298415e+00 9.6151423508e-02
-4.4748298424e+00 9.6151423600e-02
-8.9637283851e+00 1.8873159026e-01
-8.9630186385e+00 1.8449977589e-01
-8.9630899161e+00 1.8450723541e-01
-8.9630902596e+00 1.8450727232e-01
-8.9630902622e+00 1.8450727258e-01
-1.3469702867e+01 2.7004235169e-01
-1.3463493291e+01 2.6586550898e-01
-1.3463539389e+01 2.6586974653e-01
-1.3463539373e+01 2.6586975280e-01
-1.3463539370e+01 2.6586975264e-01
-1.7985386050e+01 3.4501821174e-01
-1.7974554417e+01 3.4094224113e-01
-1.7974551092e+01 3.4094097440e-01
-1.7974550026e+01 3.4094088846e-01
-1.7974550002e+01 3.4094088642e-01
-2.2509005218e+01 4.1428621962e-01
-2.2494329846e+01 4.1034505454e-01
-2.2494261172e+01 4.1033699780e-01
-2.2494258322e+01 4.1033675786e-01
-2.2494258252e+01 4.1033675183e-01
-2.2494258251e+01 4.1033675169e-01
-2.7038660281e+01 4.7839768378e-01
-2.7020828788e+01 4.7461531001e-01
-2.7020685153e+01 4.7459990741e-01
-2.7020679826e+01 4.7459946000e-01
-2.7020679680e+01 4.7459944748e-01
-2.7020679676e+01 4.7459944714e-01
-3.1572411672e+01 5.3783845213e-01
-3.1552029527e+01 5.3423067952e-01
-3.1551806070e+01 5.3420789897e-01
-3.1551797667e+01 5.3420720308e-01
-3.1551797409e+01 5.3420718151e-01
-3.1551797401e+01 5.3420718085e-01
-3.6108344873e+01 5.9303764713e-01
-3.6085943575e+01 5.8961364240e-01
-3.6085638970e+01 5.8958381691e-01
-3.6085627011e+01 5.8958284539e-01
-3.6085626606e+01 5.8958281237e-01
-3.6085626592e+01 5.8958281126e-01
-4.0644615875e+01 6.4437511414e-01
-4.0620660624e+01 6.4113871095e-01
-4.0620276149e+01 6.4110241732e-01
-4.0620260276e+01 6.4110115653e-01
