0.000000 0.000000
-0.020069 0.007441
-0.039565 0.013994
-0.058487 0.019792
-0.076842 0.024945
-0.094645 0.029545
-0.111914 0.033666
-0.128669 0.037372
-0.144931 0.040715
-0.160725 0.043739
-0.176072 0.046481
-0.190994 0.048973
-0.205512 0.051242
-0.219647 0.053310
-0.233418 0.055197
-0.246842 0.056920
-0.259937 0.058493
-0.272717 0.059931
-0.285198 0.061243
-0.297392 0.062440
-0.309313 0.063530
-0.320972 0.064521
-0.332379 0.065420
-0.343545 0.066232
-0.354480 0.066964
-0.131021 0.057665
-0.121504 0.057503
-0.112263 0.057333
-0.103253 0.057154
-0.094436 0.056967
-0.085783 0.056772
-0.077272 0.056568
-0.068886 0.056355
-0.060611 0.056133
-0.052435 0.055902
-0.044350 0.055662
-0.036349 0.055412
-0.028428 0.055154
-0.020581 0.054885
-0.012808 0.054608
-0.005105 0.054320
0.002528 0.054024
0.010091 0.053718
0.017585 0.053402
0.025009 0.053077
0.032362 0.052743
0.039643 0.052400
0.046849 0.052048
0.053979 0.051687
0.061030 0.051317
0.068001 0.050939
0.074888 0.050552
0.081690 0.050157
0.088403 0.049755
0.095025 0.049345
0.101554 0.048927
0.107986 0.048503
0.114319 0.048072
0.120551 0.047634
0.126680 0.047190
0.132702 0.046740
0.138617 0.046284
0.144421 0.045823
0.150113 0.045357
0.155692 0.044886
0.161156 0.044411
0.166503 0.043931
0.171732 0.043447
0.176842 0.042960
0.181832 0.042469
0.186701 0.041975
0.191450 0.041477
0.196076 0.040977
0.200580 0.040475
0.204961 0.039970
0.209219 0.039463
0.213354 0.038953
0.217367 0.038442
0.221257 0.037929
0.225024 0.037415
0.228669 0.036900
0.232192 0.036383
0.235593 0.035865
0.238873 0.035346
0.242033 0.034826
0.245072 0.034305
0.247992 0.033784
0.250794 0.033262
0.253477 0.032740
0.256043 0.032217
0.258492 0.031694
0.260825 0.031170
0.263043 0.030647
0.265146 0.030123
0.267136 0.029599
0.269013 0.029076
0.270778 0.028552
0.272431 0.028028
0.273974 0.027504
0.275408 0.026981
0.276732 0.026457
0.277948 0.025934
0.279058 0.025411
0.280060 0.024889
0.280957 0.024366
0.281749 0.023844
0.282437 0.023322
0.283022 0.022801
0.283503 0.022280
0.283883 0.021759
0.284162 0.021239
0.284340 0.020719
0.284419 0.020199
0.284399 0.019680
0.284280 0.019161
0.284064 0.018643
0.283751 0.018125
0.283341 0.017608
0.282836 0.017091
0.282236 0.016574
0.281541 0.016058
0.280753 0.015543
0.279871 0.015027
0.278897 0.014513
0.277831 0.013998
0.276674 0.013485
0.275425 0.012971
0.274086 0.012458
0.272657 0.011946
0.271139 0.011434
0.269532 0.010922
0.267837 0.010411
0.266054 0.009901
0.264183 0.009391
0.262225 0.008881
0.260181 0.008372
0.258050 0.007863
0.255834 0.007355
0.253532 0.006847
0.251145 0.006340
0.248674 0.005833
0.246118 0.005326
0.243477 0.004820
0.240753 0.004315
0.237946 0.003809
0.235055 0.003305
0.232082 0.002801
0.229025 0.002297
0.225886 0.001794
0.222665 0.001291
0.219361 0.000788
0.215976 0.000286
0.212508 -0.000215
0.208959 -0.000716
0.205328 -0.001216
0.201616 -0.001716
0.197822 -0.002215
0.193946 -0.002714
0.189989 -0.003213
0.185950 -0.003710
0.181830 -0.004208
0.177628 -0.004704
0.173345 -0.005200
0.168980 -0.005696
0.164533 -0.006190
0.160004 -0.006685
0.155392 -0.007178
0.150698 -0.007671
0.145922 -0.008163
0.141062 -0.008654
0.136119 -0.009144
0.131093 -0.009634
0.125983 -0.010122
0.120789 -0.010610
0.115510 -0.011096
0.110146 -0.011582
0.104696 -0.012066
0.099161 -0.012549
0.093540 -0.013031
0.087831 -0.013512
0.082035 -0.013991
0.076151 -0.014468
0.070179 -0.014944
0.064118 -0.015419
0.057967 -0.015891
0.051726 -0.016361
0.045395 -0.016830
0.038972 -0.017296
0.032457 -0.017760
0.025850 -0.018221
0.019150 -0.018679
0.012357 -0.019135
0.005469 -0.019588
-0.001512 -0.020037
-0.008588 -0.020483
-0.015760 -0.020925
-0.023026 -0.021363
-0.030388 -0.021798
-0.037846 -0.022227
-0.045399 -0.022652
-0.053047 -0.023072
-0.060791 -0.023487
-0.068630 -0.023897
-0.076564 -0.024300
-0.084591 -0.024698
-0.092711 -0.025088
-0.100924 -0.025473
-0.109229 -0.025850
-0.117623 -0.026219
-0.126107 -0.026581
-0.134677 -0.026934
-0.143334 -0.027279
-0.152074 -0.027615
-0.160897 -0.027943
-0.169800 -0.028260
-0.178780 -0.028568
-0.187837 -0.028865
-0.196968 -0.029153
-0.206170 -0.029429
-0.215443 -0.029694
-0.224783 -0.029949
-0.234190 -0.030191
-0.243663 -0.030422
-0.253202 -0.030641
-0.262807 -0.030848
-0.272480 -0.031043
-0.282227 -0.031225
-0.292055 -0.031395
-0.301979 -0.031552
-0.312022 -0.031696
-0.322224 -0.031828
-0.332661 -0.031947
-0.343476 -0.032055
-0.354961 -0.032150
-0.367674 -0.032234
-0.382447 -0.032303
-0.408028 -0.031956
-0.431304 -0.023748
-0.454334 -0.013801
-0.477994 -0.001559
-0.502454 0.013809
-0.527958 0.033566
-0.554805 0.059671
-0.583306 0.095209
-0.613681 0.145077
-0.645909 0.217132
-0.679650 0.324520
-0.714337 0.491401
-0.749413 0.769250
-0.784604 1.291799
-0.815818 2.286894
-0.834452 3.460809
