0 0
-4.4748298424e+00 9.6151423600e-02
-8.9630902622e+00 1.8450727258e-01
-1.3463539370e+01 2.6586975264e-01
-1.7974550002e+01 3.4094088642e-01
-2.2494258251e+01 4.1033675169e-01
-2.7020679676e+01 4.7459944714e-01
-3.1551797401e+01 5.3420718085e-01
-3.6085626592e+01 5.8958281126e-01
-4.0620259669e+01 6.4110110835e-01
-4.5153896215e+01 6.8909495214e-01
-4.9684861063e+01 7.3386064425e-01
-5.4211613454e+01 7.7566247473e-01
-5.8732749683e+01 8.1473666122e-01
-6.3247001091e+01 8.5129475354e-01
-6.7753228939e+01 8.8552658579e-01
-7.2250417250e+01 9.1760283965e-01
-7.6737664484e+01 9.4767727487e-01
-8.1214174660e+01 9.7588867366e-01
-8.5679248350e+01 1.0023625383e+00
-9.0132273862e+01 1.0272125762e+00
-9.4572718797e+01 1.0505420001e+00
-9.9000122104e+01 1.0724446694e+00
-1.0341408671e+02 1.0930060928e+00
-1.0781427272e+02 1.1123043107e+00
-1.1220039125e+02 1.1304106731e+00
-1.1657219882e+02 1.1473905265e+00
-1.2092949227e+02 1.1633038207e+00
-1.2527210422e+02 1.1782056472e+00
-1.2959989900e+02 1.1921467162e+00
-1.3391276900e+02 1.2051737805e+00
-1.3821063145e+02 1.2173300129e+00
-1.4249342547e+02 1.2286553423e+00
-1.2092834997e+02 1.1185336522e+00
-1.2211375914e+02 1.1165230699e+00
