0.0000000000e+00 3.4999715627e-01
-4.9786486269e+00 1.1750861717e-01
-4.9787378264e+00 3.4940007513e-01
-1.4944943934e+01 6.9939722692e-01
-1.9894883341e+01 2.3525540642e-01
-1.9895221975e+01 6.9932649424e-01
-1.9895221974e+01 6.9932669968e-01
-3.9743139733e+01 1.0493238560e+00
-4.4638359270e+01 3.5527019525e-01
-4.4639055591e+01 1.0497095079e+00
-4.4639055588e+01 1.0497103245e+00
-7.4182929323e+01 1.3997074808e+00
-7.8987602488e+01 4.8153832642e-01
-7.8988690823e+01 1.4004442113e+00
-7.8988690817e+01 1.4004464880e+00
-1.1794195803e+02 1.7504436443e+00
-1.2260770883e+02 6.2146689609e-01
-1.2260914945e+02 1.7513939770e+00
-1.2260914945e+02 1.7513990583e+00
-1.7058638936e+02 2.1013962146e+00
-1.7505152696e+02 7.8646901223e-01
-1.7505323435e+02 2.1023995363e+00
-1.7505323434e+02 2.1024091141e+00
-2.3157381844e+02 2.4524062704e+00
-2.3576574590e+02 9.9149451059e-01
-2.3576763998e+02 2.4532956310e+00
-2.3576763998e+02 2.4533112994e+00
-3.0026121647e+02 2.8033084557e+00
-3.0410272981e+02 1.2529847622e+00
-3.0410478526e+02 2.8039345056e+00
-3.0410478526e+02 2.8039571326e+00
-3.7591853532e+02 3.1539542888e+00
-3.7933727929e+02 1.5853205338e+00
-3.7933953486e+02 3.1542112433e+00
-3.7933953487e+02 3.1542404581e+00
-4.5774684301e+02 3.5042376143e+00
-4.6068526088e+02 1.9968707611e+00
-4.6068776610e+02 3.5040824720e+00
-4.6068776611e+02 3.5041165348e+00
-5.4489766998e+02 3.8541136911e+00
-5.4731974715e+02 2.4874653527e+00
-5.4732246986e+02 3.8535705451e+00
-5.4732246988e+02 3.8536065985e+00
-6.3648917521e+02 4.2036037548e+00
-6.3838130839e+02 3.0486061699e+00
-6.3838406602e+02 4.2027507654e+00
-6.3838406604e+02 4.2027852591e+00
-7.3161602362e+02 4.5527824154e+00
-7.3298200265e+02 3.6661409243e+00
-7.3298447018e+02 4.5517262421e+00
-7.3298447021e+02 4.5517553979e+00
-8.2935290984e+02 4.9017525542e+00
-8.3020542734e+02 4.3237661068e+00
-8.3020722358e+02 4.9005989446e+00
-8.3020722360e+02 4.9006192840e+00
