-4.4524737001e+00 1.0000000000e+03 -2.0844799307e-01 0
-4.6609216932e+00 1.0000000000e+03 -1.4961701760e-03 0
-4.6624178634e+00 1.0000000000e+03 -1.0023889483e-05 0
-9.5281896638e+00 2.0000000000e+03 -2.6003585307e-01 0
-9.7882255169e+00 2.0000000000e+03 -3.0543729940e-03 0
-9.7912798899e+00 2.0000000000e+03 -4.9006544620e-05 0
-9.7913288964e+00 2.0000000000e+03 -1.0578632813e-06 0
-1.5140087992e+01 3.0000000000e+03 -3.2304840646e-01 0
-1.5463136398e+01 3.0000000000e+03 -5.5705776781e-03 0
-1.5468706976e+01 3.0000000000e+03 -1.4293768132e-04 0
-1.5468849913e+01 3.0000000000e+03 -4.6122428538e-06 0
-2.1387585514e+01 4.0000000000e+03 -4.0061128942e-01 0
-2.1788196804e+01 4.0000000000e+03 -9.3991152458e-03 0
-2.1797595919e+01 4.0000000000e+03 -3.2752773654e-04 0
-2.1797923447e+01 4.0000000000e+03 -1.4064051098e-05 0
-2.1797937511e+01 4.0000000000e+03 -5.9391806663e-07 0
-2.8397068681e+01 5.0000000000e+03 -4.9715032335e-01 0
-2.8894219004e+01 5.0000000000e+03 -1.5075987852e-02 0
-2.8909294992e+01 5.0000000000e+03 -6.5116127860e-04 0
-2.8909946153e+01 5.0000000000e+03 -3.4879660981e-05 0
-2.8909981033e+01 5.0000000000e+03 -1.8337731764e-06 0
-3.6332700257e+01 6.0000000000e+03 -6.1925331035e-01 0
-3.6951953567e+01 6.0000000000e+03 -2.3494428083e-02 0
-3.6975447995e+01 6.0000000000e+03 -1.1800876066e-03 0
-3.6976628083e+01 6.0000000000e+03 -7.5666764952e-05 0
-3.6976703749e+01 6.0000000000e+03 -4.7407449091e-06 0
-3.6976708490e+01 6.0000000000e+03 -2.9790169435e-07 0
-4.5413588893e+01 7.0000000000e+03 -7.7734248295e-01 0
-4.6190931375e+01 7.0000000000e+03 -3.6330259327e-02 0
-4.6227261635e+01 7.0000000000e+03 -2.0101094940e-03 0
-4.6229271744e+01 7.0000000000e+03 -1.4997596939e-04 0
-4.6229421720e+01 7.0000000000e+03 -1.0851962355e-05 0
-4.6229432572e+01 7.0000000000e+03 -7.8808703899e-07 0
-5.5942659643e+01 8.0000000000e+03 -9.8918407183e-01 0
-5.6931843714e+01 8.0000000000e+03 -5.7175578091e-02 0
-5.6989019293e+01 8.0000000000e+03 -3.2995434784e-03 0
-5.6992318836e+01 8.0000000000e+03 -2.8069392635e-04 0
-5.6992599530e+01 8.0000000000e+03 -2.2901679784e-05 0
-5.6992622432e+01 8.0000000000e+03 -1.8769024459e-06 0
-6.8358868270e+01 9.0000000000e+03 -1.2879028294e+00 0
-6.9646771100e+01 9.0000000000e+03 -9.4937603935e-02 0
-6.9741708704e+01 9.0000000000e+03 -5.3848523972e-03 0
-6.9747093556e+01 9.0000000000e+03 -5.1346210806e-04 0
-6.9747607018e+01 9.0000000000e+03 -4.6377530604e-05 0
-6.9747653396e+01 9.0000000000e+03 -4.2086510032e-06 0
-6.9747657605e+01 9.0000000000e+03 -3.8182485930e-07 0
-8.3341086644e+01 1.0000000000e+04 -1.7423231450e+00 0
-8.5083409789e+01 1.0000000000e+04 -1.7577627023e-01 0
-8.5259186059e+01 1.0000000000e+04 -9.3156428622e-03 0
-8.5268501702e+01 1.0000000000e+04 -9.6803849516e-04 0
-8.5269469740e+01 1.0000000000e+04 -9.5647566844e-05 0
-8.5269565388e+01 1.0000000000e+04 -9.4688346025e-06 0
-8.5269574857e+01 1.0000000000e+04 -9.3733841134e-07 0
-1.0204398216e+02 1.1000000000e+04 -2.5158312073e+00 0
-1.0455981337e+02 1.1000000000e+04 -3.9553706336e-01 0
-1.0495535043e+02 1.1000000000e+04 -2.0516003446e-02 0
-1.0497586643e+02 1.1000000000e+04 -2.1306095603e-03 0
-1.0497799704e+02 1.1000000000e+04 -2.2877136929e-04 0
-1.0497822581e+02 1.1000000000e+04 -2.4529455782e-05 0
-1.0497825034e+02 1.1000000000e+04 -2.6282183116e-06 0
