0.0000000000e+00 0.0000000000e+00 -4.4524737001e-01 1.0000000000e+02
-4.4725205780e-01 1.0000000000e+02 -4.4910635551e-01 1.0000000000e+02
-8.9855396535e-01 2.0000000000e+02 -4.5302292757e-01 1.0000000000e+02
-1.3539673459e+00 3.0000000000e+02 -4.5699825850e-01 1.0000000000e+02
-1.8135550642e+00 4.0000000000e+02 -4.6103355203e-01 1.0000000000e+02
-2.2773812589e+00 5.0000000000e+02 -4.6513004440e-01 1.0000000000e+02
-2.7455113759e+00 6.0000000000e+02 -4.6928900545e-01 1.0000000000e+02
-3.2180122037e+00 7.0000000000e+02 -4.7351173981e-01 1.0000000000e+02
-3.6949519087e+00 8.0000000000e+02 -4.7779958812e-01 1.0000000000e+02
-4.1764002672e+00 9.0000000000e+02 -4.8215392939e-01 1.0000000000e+02
-4.6624279951e+00 1.0000000000e+03 -4.8657617827e-01 1.0000000000e+02
-5.1531077617e+00 1.1000000000e+03 -4.9106779200e-01 1.0000000000e+02
-5.6485136324e+00 1.2000000000e+03 -4.9563026846e-01 1.0000000000e+02
-6.1487212501e+00 1.3000000000e+03 -5.0026514843e-01 1.0000000000e+02
-6.6538078792e+00 1.4000000000e+03 -5.0497401717e-01 1.0000000000e+02
-7.1638524516e+00 1.5000000000e+03 -5.0975850606e-01 1.0000000000e+02
-7.6789356141e+00 1.6000000000e+03 -5.1462029435e-01 1.0000000000e+02
-8.1991397776e+00 1.7000000000e+03 -5.1956111090e-01 1.0000000000e+02
-8.7245491682e+00 1.8000000000e+03 -5.2458273612e-01 1.0000000000e+02
-9.2552498802e+00 1.9000000000e+03 -5.2968700387e-01 1.0000000000e+02
-9.7913299312e+00 2.0000000000e+03 -5.3487580360e-01 1.0000000000e+02
-1.0332879319e+01 2.1000000000e+03 -5.4015108242e-01 1.0000000000e+02
-1.0879990081e+01 2.2000000000e+03 -5.4551484742e-01 1.0000000000e+02
-1.1432756357e+01 2.3000000000e+03 -5.5096916805e-01 1.0000000000e+02
